Date;rent_CH2Y5Y10YRetCHF_Acum;DE5YRetAcu;CHST2Y5Y10YAcu;ESST2Y5Y10YAcu
16/08/2013;-4.261850587;15.98045428;-4.259063215;5.590363794
23/08/2013;-4.188303126;15.60804643;-4.185402625;5.517559941
30/08/2013;-4.377719281;16.01030072;-4.375612321;6.202363808
06/09/2013;-4.624691693;15.06690745;-4.622773524;5.855859519
13/09/2013;-4.549213343;15.06709592;-4.54722688;5.213416156
20/09/2013;-4.687573127;15.33396416;-4.685681194;4.579570096
27/09/2013;-4.613029453;16.09006469;-4.611006111;5.281581962
04/10/2013;-4.725845196;15.88350239;-4.723898595;5.222241798
11/10/2013;-4.793383458;15.84428782;-4.792474059;5.486004545
18/10/2013;-4.753233469;15.98992003;-4.752310381;4.88374335
25/10/2013;-4.789524884;16.15350618;-4.788637979;4.339262446
01/11/2013;-4.505381777;16.64372717;-4.504277414;4.143335383
08/11/2013;-4.782207717;16.45792633;-4.781332059;4.050937721
15/11/2013;-4.018424825;16.61976641;-4.017533478;3.28000829
22/11/2013;-3.902341117;16.25538294;-3.901234789;2.436380022
29/11/2013;-4.084316004;16.42069472;-4.083356902;3.485141646
06/12/2013;-4.068333018;15.46472801;-4.067243847;3.687786666
13/12/2013;-4.267807494;15.23916071;-4.266847927;3.147586033
20/12/2013;-4.076759054;14.895344;-4.075825981;3.274997756
27/12/2013;-4.073616636;14.43536206;-4.072678044;3.187946203
03/01/2014;-4.052594604;14.65129129;-4.051652451;2.024408653
10/01/2014;-4.080607401;15.33923554;-4.080296678;0.549538199
17/01/2014;-4.230015637;15.31086133;-4.229704189;0.526849162
24/01/2014;-4.448798293;15.97704306;-4.448117318;0.785601142
31/01/2014;-4.623398294;16.50785779;-4.622717536;0.614306127
07/02/2014;-4.369043939;16.35455003;-4.36833147;0.220168864
14/02/2014;-4.110223342;16.18453642;-4.10939545;0.406121638
21/02/2014;-4.087564294;16.28582901;-4.086717266;0.585795286
28/02/2014;-4.043712445;16.26493859;-4.042834404;0.069711474
07/03/2014;-4.128225687;16.2308293;-4.127486436;0.594169023
14/03/2014;-4.166353857;16.62964559;-4.165418969;0.954267086
21/03/2014;-4.040910442;16.08912393;-4.039981555;0.347390081
28/03/2014;-4.233512052;16.45892632;-4.232716666;-0.020253456
04/04/2014;-4.393851154;16.41465317;-4.393133478;-0.611633033
11/04/2014;-4.226889377;16.58095906;-4.226061286;-0.199656356
18/04/2014;-3.437633329;16.46452289;-3.436904537;-0.504001746
25/04/2014;-4.087233918;16.61969171;-4.086603642;-0.728433623
02/05/2014;-4.014976651;16.85773756;-4.014321005;-0.539340493
09/05/2014;-3.862598989;16.63105766;-3.861916385;-0.864496984
16/05/2014;-3.673574528;17.15993699;-3.672847614;-0.85710271
23/05/2014;-3.307158141;17.07952711;-3.306328433;-0.449145819
30/05/2014;-3.224233192;17.28499407;-3.223369483;-0.838038581
06/06/2014;-3.11014638;17.41777886;-3.109268125;-2.045589836
13/06/2014;-3.023926549;17.16252926;-3.02303747;-1.648239486
20/06/2014;-3.128549961;17.17598895;-3.127572804;-1.335310678
27/06/2014;-3.029015064;17.33151946;-3.028311231;-1.633355959
04/07/2014;-3.172719705;17.53588275;-3.172032689;-1.343471798
11/07/2014;-3.17804572;17.76611973;-3.17734199;-1.167894957
18/07/2014;-3.44161103;17.71677247;-3.440994679;-1.905416433
25/07/2014;-3.149307308;17.77165676;-3.148685256;-2.298114804
01/08/2014;-3.206092091;17.91198069;-3.205464883;-2.017751144
08/08/2014;-3.089841599;18.15071366;-3.089225417;-2.028665375
15/08/2014;-2.872181728;18.48482709;-2.87142873;-2.788202458
22/08/2014;-2.750993788;18.12923499;-2.750248725;-2.939166055
29/08/2014;-2.768413387;18.41197119;-2.767433754;-2.593701747
05/09/2014;-2.959090742;18.31550715;-2.958105213;-2.606403281
12/09/2014;-2.947264769;18.06382016;-2.94629197;-1.996566347
19/09/2014;-3.238866771;18.3356922;-3.237710917;-2.734220808
26/09/2014;-3.00049884;18.46795006;-2.999342858;-2.445339807
03/10/2014;-3.03260013;18.47643399;-3.031457151;-2.731936803
